caseID,boarded,budget,memberCount,preferredClass,sex,age
74679710,1,710,0,THIRD_AC,male,0
372784440,0,710,0,THIRD_AC,female,0
2034938327,1,710,0,THIRD_AC,male,1
3522453954,1,710,0,THIRD_AC,male,3
1053086401,1,710,0,THIRD_AC,male,0
1157936657,1,710,0,THIRD_AC,male,3
123229700,1,710,0,THIRD_AC,male,0
1701839952,1,710,0,THIRD_AC,male,3
476942925,0,710,0,THIRD_AC,female,2
1267885893,1,710,0,THIRD_AC,male,2
502621210,1,710,0,THIRD_AC,male,6
1156360267,1,710,0,THIRD_AC,male,1
1300799201,1,710,0,THIRD_AC,female,2
345831781,0,710,0,THIRD_AC,male,3
1855077013,1,710,0,THIRD_AC,male,2
4192633328,1,781,1,THIRD_AC,female,0
3361513981,1,781,2,THIRD_AC,female,2
2286162474,0,710,0,THIRD_AC,male,1
1640464201,0,710,0,THIRD_AC,male,4
216808031,1,710,0,THIRD_AC,male,2
209048766,1,710,0,THIRD_AC,male,7
2722891258,0,710,0,THIRD_AC,male,1
2366637519,1,710,0,THIRD_AC,male,2
835619966,0,710,0,THIRD_AC,male,2
1348585736,1,710,0,THIRD_AC,male,3
4059887433,0,710,1,THIRD_AC,male,0
2409381125,1,710,1,THIRD_AC,male,0
4061510958,1,710,0,THIRD_AC,male,0
3723368247,1,710,0,THIRD_AC,male,0
2437352730,0,710,2,THIRD_AC,female,1
3760344493,1,710,0,THIRD_AC,male,0
4051168889,1,781,1,THIRD_AC,male,0
653746757,0,781,1,THIRD_AC,female,0
2848178659,1,710,0,THIRD_AC,male,3
2942955508,1,710,0,THIRD_AC,male,0
579629843,1,710,0,THIRD_AC,male,0
4146732758,1,710,0,THIRD_AC,male,3
879055717,1,710,0,THIRD_AC,male,4
3119433745,1,710,0,THIRD_AC,male,0
4032372335,0,710,0,THIRD_AC,male,2
55618154,1,710,0,THIRD_AC,male,0
713829327,0,781,2,THIRD_AC,male,0
3106903822,0,781,2,THIRD_AC,female,0
1102258334,0,781,2,THIRD_AC,female,2
2835104553,1,710,0,THIRD_AC,male,3
696194279,0,710,0,THIRD_AC,female,1
1643017292,0,710,0,THIRD_AC,female,6
1558744,1,781,2,THIRD_AC,male,0
1915464950,1,781,2,THIRD_AC,male,1
3381793748,1,781,2,THIRD_AC,male,4
2560600742,1,852,2,THIRD_AC,female,1
3727710868,1,852,2,THIRD_AC,male,3
225565116,1,852,2,THIRD_AC,female,3
817700225,1,710,0,THIRD_AC,male,0
394224303,1,710,0,THIRD_AC,male,3
1554989286,1,710,0,THIRD_AC,male,2
3760562107,1,710,0,THIRD_AC,male,2
3890502231,1,710,0,THIRD_AC,male,4
4050319576,1,781,2,THIRD_AC,female,1
2237469225,1,781,3,THIRD_AC,male,3
129613399,1,781,2,THIRD_AC,male,1
1345585595,1,781,1,THIRD_AC,female,3
140984144,0,710,0,THIRD_AC,male,2
775432539,1,710,0,THIRD_AC,male,2
4167564521,1,710,0,THIRD_AC,female,1
2136665060,1,710,0,THIRD_AC,male,2
2559374631,1,710,0,THIRD_AC,male,2
3684453347,1,710,0,THIRD_AC,male,0
2775652749,1,710,0,THIRD_AC,male,0
3924695930,1,710,0,THIRD_AC,male,0
4157597305,1,710,0,THIRD_AC,male,3
3630672728,0,710,0,THIRD_AC,female,3
3560621202,1,710,0,THIRD_AC,male,5
3233117140,1,710,1,THIRD_AC,male,1
3508839888,1,710,1,THIRD_AC,male,2
3840328157,0,710,1,THIRD_AC,female,4
1937808492,1,710,0,THIRD_AC,male,0
2252473388,1,710,0,THIRD_AC,male,0
3650015454,1,710,0,THIRD_AC,male,0
1520092092,1,781,0,THIRD_AC,male,2
3983823363,1,710,0,THIRD_AC,male,2
1358150127,1,710,0,THIRD_AC,male,2
757472934,1,710,0,THIRD_AC,male,0
3240163979,1,710,0,THIRD_AC,male,3
3491257026,1,781,1,THIRD_AC,male,2
2398948842,0,781,1,THIRD_AC,female,1
3869887857,1,710,0,THIRD_AC,male,4
1753047971,1,710,0,THIRD_AC,male,0
665270194,1,781,0,THIRD_AC,male,0
1925158549,1,781,1,THIRD_AC,female,1
884139566,1,781,1,THIRD_AC,female,0
3599043515,1,710,0,THIRD_AC,male,2
956944496,1,710,0,THIRD_AC,male,2
3100624207,1,710,0,THIRD_AC,male,2
3068255754,1,710,0,NO_PREF,,0
